,pred
787,275278.287109375
788,342373.131875
789,155565.05390625
790,165035.857109375
791,283188.283046875
792,116054.182109375
793,158316.548046875
794,163643.97640625
795,190476.58046875
796,182601.65734375
797,337818.9178125
798,135724.4346875
799,179842.635703125
800,170089.00734375
801,127251.995
802,291293.683515625
803,257368.55484375
804,152390.78390625
805,188115.19640625
806,175013.92625
807,135502.776328125
808,143698.604296875
809,188591.308359375
810,213376.44203125
811,280205.696953125
812,116792.110859375
813,217533.9940625
814,287233.24421875
815,183327.28609375
816,311148.8865625
817,185053.03078125
818,187092.363515625
819,216586.835234375
820,374555.29015625
821,197389.537734375
822,121541.86125
823,173530.87921875
824,132685.27234375
825,320833.30296875
826,182983.91875
827,72444.8065234375
828,201540.02828125
829,195509.24234375
830,126972.35453125
831,172101.51875
832,310919.86109375
833,217489.708359375
834,152333.596953125
835,142525.262578125
836,148572.50828125
837,149907.638828125
838,509727.342421875
839,146033.49984375
840,158076.445390625
841,273284.9265625
842,277395.531875
843,167488.51359375
844,303503.79390625
845,121075.02484375
846,131724.444765625
847,67404.973125
848,136836.754375
849,242213.0258984375
850,209847.628359375
851,192660.283046875
852,251300.218984375
853,221511.313125
854,197981.87828125
855,176595.381796875
856,228412.98015625
857,146458.228125
858,109528.507890625
859,142942.065234375
860,464279.82953125
861,224991.64578125
862,208967.946328125
863,172088.139609375
864,148143.843515625
865,179696.8721875
866,294344.35828125
867,180150.6
868,260594.366328125
869,218043.16640625
870,309213.399609375
871,154214.499765625
872,208714.4475
873,222777.189765625
874,150868.300546875
875,248250.376875
876,159275.0540625
877,216273.128359375
878,165056.09453125
879,221360.5634375
880,204635.500625
881,272010.45625
882,192861.00796875
883,258049.02578125
884,227816.915625
885,315643.710703125
886,125059.679609375
887,242991.555546875
888,223300.1784375
889,140127.388984375
890,173888.09390625
891,290019.17609375
892,256109.92328125
893,172934.8971875
894,149593.6709375
895,273075.45890625
896,109407.551171875
897,153342.29515625
898,162201.94796875
899,316887.218125
900,246871.59953125
901,169292.90109375
902,110917.3228125
903,163299.50796875
904,238182.151953125
905,430499.9559375
906,302601.14421875
907,215012.751875
908,200747.544609375
909,271817.8
910,201384.795703125
911,207204.844375
912,343434.974453125
913,127037.129296875
914,191454.53578125
915,197280.830234375
916,234003.45421875
917,267546.277578125
918,146570.372734375
919,220488.67875
920,164101.319375
921,215232.076875
922,289696.08609375
923,118216.26765625
924,245910.62125
925,190449.370625
926,333824.728984375
927,237498.59765625
928,394232.62328125
929,383080.73765625
930,200780.403125
931,258076.73421875
932,188486.865078125
933,149078.539140625
934,231640.691015625
935,219941.64078125
936,260924.412265625
937,212571.5700390625
938,182278.22390625
939,88710.21328125
940,173521.583828125
941,271579.12765625
942,202994.459375
943,150269.125546875
944,351057.740078125
945,164628.888046875
946,350044.5546875
947,211244.37421875
948,90086.37828125
949,142194.4565625
950,196736.720390625
951,175310.83578125
952,374386.223359375
953,169450.16546875
954,115938.21234375
955,190030.587578125
956,356293.270234375
957,244641.832265625
958,129688.7553125
959,301824.15375
960,266093.827421875
961,290402.21609375
962,162907.03234375
963,381511.5590625
964,250906.33671875
965,173208.8734375
966,209354.69609375
967,133053.971015625
968,255119.739375
969,307409.92734375
970,187046.07734375
971,183274.1521875
972,167367.029609375
973,152819.57046875
974,182487.616015625
975,272196.395859375
976,235930.63390625
977,153727.589375
978,312267.8225
979,178534.37640625
980,110713.6934375
981,276395.261640625
982,157057.7903125
983,226439.0109375
984,257464.24609375
985,190982.648828125
986,125022.830078125
987,282758.393046875
988,140092.622421875
989,154619.270078125
990,250240.029921875
991,208816.91703125
992,244111.358203125
993,251208.4478125
994,419768.15046875
995,349148.823984375
996,128746.33828125
997,157529.545234375
998,185322.72296875
999,222596.35671875
1000,208323.97375
1001,106592.198671875
1002,147390.12953125
1003,185623.093359375
1004,368579.3440625
1005,130151.795859375
1006,251668.47671875
1007,311190.922578125
1008,200124.052109375
1009,211296.08875
1010,488045.221015625
1011,236436.286953125
1012,239103.4940625
1013,183064.7003125
1014,111021.271953125
1015,259766.88203125
1016,191300.681796875
1017,382862.04453125
1018,298740.85171875
1019,276727.637734375
1020,245231.48625
1021,198437.77921875
1022,279115.422734375
1023,85537.131171875
1024,300531.85765625
1025,169979.6775
1026,150745.55359375
1027,312461.30578125
1028,202693.438515625
1029,213399.495078125
1030,121249.437578125
1031,226614.595390625
1032,215517.50140625
1033,266825.31609375
1034,126937.19078125
1035,283050.69953125
1036,201239.98234375
1037,196629.25390625
1038,259965.431015625
1039,427363.67921875
1040,365158.0959375
1041,198469.63421875
1042,176337.229140625
1043,195168.09546875
1044,284426.92921875
1045,243206.186015625
1046,218447.971796875
1047,167691.51109375
1048,204197.6696875
1049,214075.3865625
1050,260169.969375
1051,179418.27515625
1052,198944.167421875
1053,169556.730078125
1054,134880.034609375
1055,214379.8802734375
1056,129672.02265625
1057,177130.67578125
1058,183212.696015625
1059,164898.66203125
1060,167149.543125
1061,145786.933203125
1062,221816.090078125
1063,156754.069375
1064,376043.2053125
1065,181909.843125
1066,130123.84109375
1067,161941.2846875
1068,227934.7051171875
1069,313935.67765625
1070,164323.92828125
1071,90008.367109375
1072,225146.91921875
1073,173863.320546875
1074,374217.55515625
1075,395347.6521875
1076,182522.8403125
1077,325505.139375
1078,167580.488828125
1079,209907.6353125
1080,167469.308203125
1081,243926.622265625
1082,169587.78796875
1083,148709.553359375
1084,169339.58734375
1085,276304.9421875
1086,118284.49375
1087,344739.441875
1088,294252.8659375
1089,72626.2729296875
1090,132286.39078125
1091,196050.993203125
1092,195392.671484375
1093,242599.33703125
1094,240293.780546875
1095,301753.650625
1096,130530.655390625
1097,272101.6503125
1098,373465.801015625
1099,303234.459921875
1100,124042.285703125
1101,107757.575859375
1102,151113.107109375
1103,269647.425859375
1104,182557.7128125
1105,290745.235078125
1106,159965.4271875
1107,214242.37828125
1108,208575.818671875
1109,132928.139765625
1110,188019.37125
1111,86263.63171875
1112,273677.465234375
1113,92477.3821875
1114,320001.4146875
1115,222499.83890625
1116,320650.11734375
1117,239380.4790625
1118,298423.573984375
1119,342508.04234375
1120,273467.00328125
1121,242608.117890625
1122,181972.834375
1123,257663.347890625
1124,163283.80078125
1125,160045.9115625
1126,217886.88953125
1127,129323.076328125
1128,280854.161484375
1129,313547.6015625
1130,172433.772109375
1131,121245.661796875
1132,184030.99125
1133,229583.4284375
1134,200804.620234375
1135,149234.738984375
1136,200247.292265625
1137,283323.9853125
1138,289704.876171875
1139,132546.2478125
1140,131283.403828125
1141,233627.987890625
1142,210058.8511328125
1143,169483.11421875
1144,107730.41171875
1145,166704.6884375
1146,185466.431875
1147,176701.574765625
1148,274029.051328125
1149,177779.366796875
1150,193753.895859375
1151,173637.248359375
1152,128074.14109375
1153,363211.55421875
1154,166940.079453125
1155,182944.133125
1156,64234.4342578125
1157,331351.77328125
1158,342532.2934375
1159,187202.58046875
1160,145273.91703125
1161,256288.6890625
1162,195799.0165625
1163,324001.3203125
1164,263329.9603125
1165,152123.95546875
1166,187278.36109375
1167,205484.683828125
1168,258302.990078125
1169,414724.9159375
1170,200084.618125
1171,190521.766171875
1172,262044.972734375
1173,251131.8153125
1174,183357.619453125
1175,266808.19234375
1176,262776.8046875
1177,92907.5736328125
1178,295566.29890625
1179,168087.1503125
1180,212619.936015625
1181,177420.257578125
1182,289341.174375
1183,115213.83109375
1184,294135.27953125
1185,149865.65640625
1186,243466.27875
1187,249018.885703125
1188,243113.18265625
1189,152463.495078125
1190,307821.418203125
1191,269691.195390625
1192,246923.13359375
1193,194727.458203125
1194,126065.348515625
1195,181390.50265625
1196,168558.11359375
1197,126824.593515625
1198,257115.57515625
1199,161499.766640625
1200,114833.5996875
1201,426932.92234375
1202,147377.999765625
1203,208433.10359375
1204,251425.489921875
1205,157201.4484375
1206,222152.7659375
1207,173176.39421875
1208,135430.60015625
1209,203096.7703125
1210,206441.950703125
1211,136736.583359375
1212,167716.120390625
1213,279110.816953125
1214,154194.72390625
1215,183319.192578125
1216,131142.851953125
1217,138307.247578125
1218,237791.417421875
1219,132706.271171875
1220,149683.0703125
1221,298089.356484375
1222,161762.72578125
1223,181936.02203125
1224,120892.1078125
1225,165262.555
1226,279364.7609375
1227,206118.208984375
1228,216438.7934375
1229,191436.606015625
1230,278038.1925
1231,289286.319140625
1232,216805.299296875
1233,133112.410625
1234,354474.67640625
1235,176297.2025
1236,164378.267265625
1237,196941.855078125
1238,166046.83640625
1239,148571.839609375
1240,308273.52828125
1241,134824.274765625
1242,223596.946640625
1243,267299.589140625
1244,172600.84609375
1245,328416.437890625
1246,174476.23734375
1247,166231.975546875
1248,143914.616484375
1249,390470.15125
1250,315813.923984375
1251,207542.940703125
1252,156630.1840625
1253,347510.5009375
1254,124915.14515625
1255,317237.2646875
1256,139558.359609375
1257,199932.06375
1258,148190.255703125
1259,219987.0894921875
1260,137659.280546875
1261,145464.0340625
1262,299548.2078125
1263,212753.142890625
1264,229080.44546875
1265,120085.858125
1266,250737.2963671875
1267,327684.5153125
1268,261713.2609375
1269,338484.99875
1270,127089.243984375
1271,113717.61828125
1272,222769.423515625
1273,188533.010078125
1274,168478.377734375
1275,213622.34140625
1276,192405.817734375
1277,207415.56203125
1278,225793.744453125
1279,307068.265546875
1280,245718.989296875
1281,121085.815546875
1282,259532.162109375
1283,112208.884765625
1284,195809.320546875
1285,212570.7471875
1286,120030.977421875
1287,171769.430078125
1288,136550.949609375
1289,214657.370703125
1290,140460.128125
1291,138853.932265625
1292,114303.7803125
1293,166091.207890625
1294,135814.7896875
1295,270892.23109375
1296,277735.7721875
1297,217293.65546875
1298,158229.43484375
1299,202343.349375
1300,295301.295703125
1301,301171.130546875
1302,231885.458359375
1303,140448.333203125
1304,274724.76890625
1305,304241.655234375
1306,172548.56796875
1307,79996.7948828125
1308,229368.4490625
1309,452136.25
1310,169567.609375
1311,250219.005859375
1312,208210.78703125
1313,394808.26890625
1314,147203.394375
1315,121689.143125
1316,298355.236171875
1317,259125.161640625
1318,295038.203671875
1319,199918.234375
1320,102941.177265625
1321,139739.462265625
1322,148911.6525
1323,262269.411953125
1324,236146.598125
1325,128175.345703125
1326,133147.903203125
1327,385384.9475
1328,235391.128515625
1329,133172.583125
1330,277279.79125
1331,216885.83578125
1332,195373.558125
1333,147856.919296875
1334,199950.477265625
1335,161869.79984375
1336,220181.20140625
1337,134701.42453125
1338,138175.984453125
1339,276683.104375
1340,401309.095234375
1341,199006.636328125
1342,328476.870859375
1343,202101.792890625
1344,275186.35515625
1345,115670.7615625
1346,159435.00703125
1347,227955.841875
1348,143608.651328125
1349,128301.739140625
1350,244497.56328125
1351,314751.47515625
1352,264339.77
1353,148570.66765625
1354,319830.6515625
1355,185947.139375
1356,306825.34734375
1357,433684.984765625
1358,278909.260078125
1359,182376.672578125
1360,298340.402265625
1361,141320.032578125
1362,165891.18421875
1363,308659.855625
1364,180889.688125
1365,96867.23203125
1366,126596.069296875
1367,151120.0703125
1368,247676.68703125
1369,280959.703515625
1370,177725.558671875
1371,261983.71171875
1372,306166.629765625
1373,153524.85828125
1374,270238.933203125
1375,255755.1209375
1376,142211.40578125
1377,282554.7884375
1378,164187.8784375
1379,141916.22078125
1380,132159.975078125
1381,232500.97890625
1382,255087.46953125
1383,154917.44515625
1384,165606.223515625
1385,207374.577734375
1386,374917.21171875
1387,278467.1125
1388,321864.0325
1389,205544.5803125
1390,171750.25578125
1391,245747.234453125
1392,192788.663203125
1393,218759.86671875
1394,228078.1125
1395,254071.56515625
1396,165095.29296875
1397,205550.49734375
1398,119614.4203125
1399,156143.161171875
1400,297697.565234375
1401,127088.927265625
1402,144677.053671875
1403,199571.183203125
1404,267020.287734375
1405,226454.6790625
1406,178256.698828125
1407,236455.0840625
1408,245509.065546875
1409,296270.119453125
1410,242388.64390625
1411,190480.152421875
1412,214189.676796875
1413,170128.2915625
1414,179293.55453125
1415,297309.91765625
1416,162957.039765625
1417,248863.591640625
1418,184228.203515625
1419,179430.19296875
1420,137786.305703125
1421,274648.92953125
1422,281099.08734375
1423,281849.881328125
1424,200696.9475
1425,149978.506640625
1426,278293.980859375
1427,149593.200390625
1428,123157.41828125
1429,200316.84984375
1430,67065.1199609375
1431,115645.344296875
1432,200955.283984375
1433,241321.821484375
1434,86161.21265625
1435,411670.4425
1436,132123.9446875
1437,226869.8675
1438,206989.354375
1439,293311.248359375
1440,233317.49453125
1441,155636.3871875
1442,276887.231953125
1443,186138.770234375
1444,137776.149140625
1445,84738.374140625
1446,170646.97046875
1447,171563.874765625
1448,218042.0334375
1449,164650.306015625
1450,135574.04234375
1451,324000.533515625
1452,367603.2796875
1453,379350.35234375
1454,173308.390859375
1455,318459.120234375
1456,289436.9915625
1457,298079.133125
1458,141484.687734375
1459,213379.40796875
1460,303792.837109375
1461,251102.48046875
1462,276636.23828125
1463,183656.73390625
1464,215866.168984375
1465,364925.807578125
1466,287698.337109375
1467,131732.961796875
1468,225280.41453125
1469,143959.563203125
1470,209373.860078125
1471,272427.85265625
1472,158234.8015625
1473,221935.871328125
1474,342850.01703125
1475,298479.123203125
1476,414473.81015625
1477,196699.82125
1478,156731.0040625
1479,272411.459453125
1480,150677.102265625
1481,155862.783984375
1482,82430.515234375
1483,342378.406015625
1484,198900.9634375
1485,107810.2496875
1486,305822.15828125
1487,208346.901796875
1488,235960.745
1489,204934.37765625
1490,107492.221875
1491,177703.151171875
1492,221808.26125
1493,274716.119609375
1494,392774.659375
1495,177389.597421875
1496,215898.238046875
1497,114642.7678125
1498,161156.124296875
1499,149151.289375
1500,201139.99046875
1501,150537.110625
1502,153565.350625
1503,196472.097734375
1504,179898.65453125
1505,256238.13875
1506,251573.20453125
1507,162327.96234375
1508,426710.5121875
1509,116530.095625
1510,380146.21
1511,152112.025
1512,198438.111640625
1513,220575.729609375
1514,145692.64265625
1515,301581.08203125
1516,218851.416640625
1517,244380.134375
1518,151672.676484375
